ID,Type,Criticality,Source,AssetValue,CVE,CVSS,History,HistoryNote,MITRE_Code,MITRE_Name,Timestamp,Recommendations
1,BruteForce,Critical,MailServer-05,7,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-05 14:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
225,BruteForce,Medium,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-19 22:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
226,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 09:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
227,BruteForce,Critical,Workstation-08,4,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-25 14:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
228,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 03:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
229,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-17 02:35:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
230,BruteForce,High,LaptopUser-09,2,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-08 02:17:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
231,BruteForce,High,Workstation-07,4,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-10 17:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
232,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-22 16:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
233,DataExfiltration,Low,AppServer-06,6,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-05 11:53:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
234,BruteForce,Critical,DomainController-01,10,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-21 09:44:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
235,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-04 15:01:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
236,BruteForce,Medium,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-19 07:07:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
237,BruteForce,High,DatabaseServer-04,9,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-28 12:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
238,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-28 05:32:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
239,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-16 07:15:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
240,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-04 03:33:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
241,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-21 07:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
242,DataExfiltration,High,MailServer-05,7,CVE-2024-21338,7.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-04 03:22:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
243,BruteForce,Medium,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-15 10:08:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
244,BruteForce,Medium,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 22:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
245,BruteForce,Low,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-09 20:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
246,Malware,High,AppServer-06,6,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-24 10:30:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
247,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 06:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
248,BruteForce,Low,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 00:57:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
249,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 22:59:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
250,BruteForce,Low,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-26 22:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
251,BruteForce,Low,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-14 07:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
252,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 07:39:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
253,BruteForce,High,WebServer-03,7,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 13:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
254,BruteForce,High,DomainController-01,10,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-27 04:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
255,BruteForce,Critical,DatabaseServer-04,9,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-16 21:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
256,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-17 01:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
257,BruteForce,Low,DomainController-01,10,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-14 15:41:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
258,DataExfiltration,Medium,WebServer-03,7,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-17 18:58:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
259,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-27 08:18:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
260,DataExfiltration,High,FileServer-02,8,CVE-2024-21338,7.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-04 09:28:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
261,BruteForce,Medium,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-14 21:42:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
262,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-07 23:45:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
263,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-06 10:12:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
264,BruteForce,High,Workstation-08,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-25 16:23:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
265,DataExfiltration,Low,DomainController-01,10,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-04 01:19:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
266,BruteForce,Medium,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-25 18:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
267,BruteForce,Medium,DatabaseServer-04,9,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-15 22:08:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
268,BruteForce,Critical,LaptopUser-10,2,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-06 18:27:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
269,Malware,Low,DatabaseServer-04,9,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-08 06:10:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
270,BruteForce,Medium,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-13 08:54:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
271,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 11:34:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
272,BruteForce,Medium,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-29 08:39:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
273,BruteForce,High,LaptopUser-10,2,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-02 11:05:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
274,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-25 15:26:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
275,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-14 03:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
276,BruteForce,Low,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-03 19:10:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
277,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-14 14:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
278,BruteForce,Low,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-17 01:32:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
279,BruteForce,High,Workstation-08,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-11 19:09:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
280,BruteForce,Medium,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 01:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
281,BruteForce,Low,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-23 05:29:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
282,BruteForce,High,WebServer-03,7,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-22 19:29:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
283,BruteForce,High,AppServer-06,6,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-22 08:38:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
284,BruteForce,Low,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 20:27:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
285,BruteForce,Medium,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-18 08:03:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
286,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-22 18:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
287,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-05 09:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
288,DataExfiltration,Medium,LaptopUser-09,2,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-09 17:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
289,BruteForce,High,WebServer-03,7,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-15 11:51:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
290,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-27 09:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
291,DataExfiltration,Medium,MailServer-05,7,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-22 23:34:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
292,BruteForce,High,Workstation-08,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-29 23:07:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
293,BruteForce,Low,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-29 05:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
294,BruteForce,High,FileServer-02,8,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 12:33:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
295,BruteForce,Critical,Workstation-07,4,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 14:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
296,BruteForce,High,FileServer-02,8,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-19 02:09:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
297,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 21:45:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
298,BruteForce,Medium,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-17 07:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
299,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 02:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
300,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-11 18:17:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
301,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 16:45:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
302,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-25 17:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
303,Malware,High,Workstation-07,4,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-07 11:18:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
304,DataExfiltration,Low,DatabaseServer-04,9,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-12 04:47:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
305,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-30 22:17:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
306,BruteForce,Low,LaptopUser-10,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-23 21:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
307,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-05 12:43:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
308,BruteForce,Critical,LaptopUser-09,2,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 13:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
309,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-03 18:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
310,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-02 20:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
311,BruteForce,High,DomainController-01,10,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 04:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
312,DataExfiltration,High,MailServer-05,7,CVE-2024-21338,7.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-25 11:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
313,DataExfiltration,Medium,MailServer-05,7,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-23 14:31:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
314,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-06 01:21:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
315,BruteForce,Medium,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-15 15:50:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
316,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-18 13:52:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
317,BruteForce,High,Workstation-07,4,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-07 05:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
318,BruteForce,Low,MailServer-05,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-12 15:21:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
319,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-11 07:03:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
320,BruteForce,Low,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-12-01 06:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
321,BruteForce,Low,MailServer-05,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-06 22:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
322,BruteForce,Low,LaptopUser-10,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 08:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
323,BruteForce,Critical,FileServer-02,8,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 16:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
324,BruteForce,Low,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-25 07:07:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
325,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 06:20:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
326,BruteForce,Low,FileServer-02,8,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-23 00:28:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
327,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-03 17:35:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
328,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-01 09:47:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
329,BruteForce,Low,Workstation-07,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-03 19:59:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
330,DataExfiltration,High,Workstation-08,4,CVE-2024-21338,7.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-08 22:49:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
331,BruteForce,Low,Workstation-07,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 09:55:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
332,BruteForce,Low,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-16 02:07:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
333,BruteForce,Low,LaptopUser-09,2,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-01 09:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
334,BruteForce,Medium,LaptopUser-09,2,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-11 01:15:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
335,BruteForce,High,FileServer-02,8,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-29 10:26:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
336,DataExfiltration,High,WebServer-03,7,CVE-2024-30103,8.8,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-05 13:38:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
337,BruteForce,Low,WebServer-03,7,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-19 23:14:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
